Date,HomeTeam,AwayTeam,BetSide,Odds,Profit,FactorValue
2022-08-31T16:00:00.000Z,Arsenal,Aston Villa,home,1.8,80,0
2022-09-02T16:00:00.000Z,Tottenham,Fulham,home,2.02,102,0
2022-09-02T16:00:00.000Z,Newcastle,Crystal Palace,home,1.72,0,0
2022-09-02T16:00:00.000Z,Brentford,Leeds,home,1.82,82,0
2022-09-03T16:00:00.000Z,Manchester Utd,Arsenal,home,1.91,90.99999999999999,0
2022-09-16T16:00:00.000Z,Wolves,Manchester City,home,1.74,-100,0
2022-09-16T16:00:00.000Z,Newcastle,Bournemouth,home,1.82,0,0
2022-09-17T16:00:00.000Z,Brentford,Arsenal,home,1.85,-100,0
2022-09-30T16:00:00.000Z,Liverpool,Brighton,home,1.92,0,0
2022-09-30T16:00:00.000Z,Fulham,Newcastle,home,1.95,-100,0
2022-09-30T16:00:00.000Z,Arsenal,Tottenham,home,2.17,117,0
2022-09-30T16:00:00.000Z,Bournemouth,Brentford,home,1.88,0,0
2022-09-30T16:00:00.000Z,Southampton,Everton,home,2,-100,0
2022-09-30T16:00:00.000Z,Crystal Palace,Chelsea,home,1.94,-100,0
2022-10-01T16:00:00.000Z,Manchester City,Manchester Utd,home,1.83,83,0
2022-10-01T16:00:00.000Z,Leeds,Aston Villa,home,2.05,0,0
2022-10-07T16:00:00.000Z,Newcastle,Brentford,home,1.79,79,0
2022-10-07T16:00:00.000Z,Manchester City,Southampton,home,2.02,102,0
2022-10-08T16:00:00.000Z,Brighton,Tottenham,home,1.81,-100,0
2022-10-08T16:00:00.000Z,Arsenal,Liverpool,home,1.85,85.00000000000001,0
2022-10-08T16:00:00.000Z,West Ham,Fulham,home,1.7,70,0
2022-10-09T16:00:00.000Z,Everton,Manchester Utd,home,2.13,-100,0
2022-10-14T16:00:00.000Z,Brentford,Brighton,home,1.94,94,0
2022-10-14T16:00:00.000Z,Fulham,Bournemouth,home,2.11,0,0
2022-10-15T16:00:00.000Z,Tottenham,Everton,home,1.93,93,0
2022-10-15T16:00:00.000Z,Liverpool,Manchester City,home,1.88,87.99999999999999,0
2022-10-15T16:00:00.000Z,Aston Villa,Chelsea,home,1.69,-100,0
2022-10-15T16:00:00.000Z,Leeds,Arsenal,home,1.84,-100,0
2022-10-15T16:00:00.000Z,Manchester Utd,Newcastle,home,1.73,0,0
2022-10-19T16:00:00.000Z,Manchester Utd,Tottenham,home,1.99,99,0
2022-10-19T16:00:00.000Z,Liverpool,West Ham,home,1.84,84.00000000000001,0
2024-12-07T16:00:00.000Z,Ipswich,Bournemouth,away,2.11,110.99999999999999,-13.04
2023-12-29T16:00:00.000Z,Luton,Chelsea,away,1.87,87.00000000000001,-13.05
2024-12-09T16:00:00.000Z,West Ham,Wolves,away,1.87,-100,-13.05
2025-01-17T16:00:00.000Z,Leicester,Fulham,away,2.03,102.99999999999999,-13.05
2025-01-20T16:00:00.000Z,Chelsea,Wolves,away,2.02,-100,-13.05
2024-01-30T16:00:00.000Z,Crystal Palace,Sheff Utd,away,2.17,-100,-13.06
2024-04-07T16:00:00.000Z,Sheff Utd,Chelsea,away,1.78,0,-13.06
2024-09-13T16:00:00.000Z,Brighton,Ipswich,away,1.86,0,-13.06
2024-04-24T16:00:00.000Z,Manchester Utd,Sheff Utd,away,1.85,-100,-13.07
2024-02-17T16:00:00.000Z,Sheff Utd,Brighton,away,1.74,74,-13.08
2025-01-24T16:00:00.000Z,Southampton,Newcastle,away,1.83,83,-13.08
2024-10-04T16:00:00.000Z,Crystal Palace,Liverpool,away,2.04,104,-13.09
2024-10-21T16:00:00.000Z,Nottingham Forest,Crystal Palace,away,1.81,-100,-13.09
2025-02-21T16:00:00.000Z,Bournemouth,Wolves,away,2.12,112.00000000000001,-13.09
2023-08-26T16:00:00.000Z,Sheff Utd,Manchester City,away,1.77,77,-13.1
2024-04-26T16:00:00.000Z,Newcastle,Sheff Utd,away,1.92,-100,-13.1
2024-11-09T16:00:00.000Z,Tottenham,Ipswich,away,2.08,108,-13.1
2024-12-06T16:00:00.000Z,Aston Villa,Southampton,away,1.84,-100,-13.1
2023-10-20T16:00:00.000Z,Nottingham Forest,Luton,away,1.97,0,-13.11
2023-12-09T16:00:00.000Z,Luton,Manchester City,away,1.7,70,-13.12
2024-05-03T16:00:00.000Z,Sheff Utd,Nottingham Forest,away,1.96,96,-13.12
2024-02-19T16:00:00.000Z,Everton,Crystal Palace,away,1.84,0,-13.13
2024-05-18T16:00:00.000Z,Sheff Utd,Tottenham,away,2.02,102,-13.13
2025-01-06T16:00:00.000Z,Wolves,Nottingham Forest,away,1.67,67,-13.13
2025-02-14T16:00:00.000Z,Aston Villa,Ipswich,away,1.95,0,-13.13
2025-04-19T16:00:00.000Z,Leicester,Liverpool,away,1.74,74,-13.14
2025-01-04T16:00:00.000Z,Fulham,Ipswich,away,1.96,0,-13.16
2025-01-19T16:00:00.000Z,Ipswich,Manchester City,away,1.75,75,-13.16
2025-04-07T16:00:00.000Z,Leicester,Newcastle,away,1.94,94,-13.16
2025-01-18T16:00:00.000Z,Nottingham Forest,Southampton,away,2.05,-100,-13.17
2025-05-09T16:00:00.000Z,Southampton,Manchester City,away,1.9,0,-13.17
2023-12-01T16:00:00.000Z,Brentford,Luton,away,2.04,-100,-13.19
2025-02-26T16:00:00.000Z,Manchester Utd,Ipswich,away,1.81,-100,-13.19
2023-05-22T16:00:00.000Z,Newcastle,Leicester,away,1.84,0,-13.21
2024-08-23T16:00:00.000Z,Tottenham,Everton,away,1.7,-100,-13.21
2025-01-25T16:00:00.000Z,Tottenham,Leicester,away,1.86,86.00000000000001,-13.22
2025-03-08T16:00:00.000Z,Chelsea,Leicester,away,2.04,-100,-13.22
2025-04-02T16:00:00.000Z,Manchester City,Leicester,away,1.96,-100,-13.22
2025-04-12T16:00:00.000Z,Chelsea,Ipswich,away,2.11,0,-13.24
2024-02-24T16:00:00.000Z,Wolves,Sheff Utd,away,1.82,-100,-13.25
2023-10-28T16:00:00.000Z,Aston Villa,Luton,away,1.74,-100,-13.28
2025-02-14T16:00:00.000Z,Leicester,Arsenal,away,2.14,114.00000000000001,-13.3
2024-02-03T16:00:00.000Z,Bournemouth,Nottingham Forest,away,2.04,0,-13.31
2024-11-23T16:00:00.000Z,Southampton,Liverpool,away,2.03,102.99999999999999,-13.31
2024-12-04T16:00:00.000Z,Southampton,Chelsea,away,2,100,-13.31
2023-12-29T16:00:00.000Z,Aston Villa,Burnley,away,2.1,-100,-13.33
2024-03-29T16:00:00.000Z,Tottenham,Luton,away,2.05,-100,-13.33
2024-01-30T16:00:00.000Z,Nottingham Forest,Arsenal,away,1.76,76,-13.35
2024-03-29T16:00:00.000Z,Chelsea,Burnley,away,1.99,0,-13.37
2025-02-15T16:00:00.000Z,Liverpool,Wolves,away,2.05,-100,-13.37
2023-11-11T16:00:00.000Z,Brighton,Sheff Utd,away,1.87,0,-13.4
2024-08-31T16:00:00.000Z,Chelsea,Crystal Palace,away,1.87,0,-13.53
2023-11-10T16:00:00.000Z,Arsenal,Burnley,away,1.86,-100,-13.55
2023-11-10T16:00:00.000Z,Manchester Utd,Luton,away,1.89,-100,-13.6
